x_mm y_mm
0.000000 0.000000
1.507307 2.349747
3.014615 3.379560
4.521922 4.310067
6.029229 4.869145
7.536536 5.385611
9.043844 5.892406
10.551151 6.232442
12.058458 6.566345
13.565765 6.898169
15.073073 7.209493
16.580380 7.462683
18.087687 7.715792
19.594994 7.967786
21.102302 8.217450
22.609609 8.444577
24.116916 8.661593
25.624223 8.878609
27.131531 9.095553
28.638838 9.311238
30.146145 9.521125
31.653452 9.722969
33.160760 9.924813
34.668067 10.126657
36.175374 10.328502
37.682681 10.529974
39.189989 10.726781
40.697296 10.913022
42.204603 11.099263
43.711910 11.285504
45.219218 11.471745
46.726525 11.657987
48.233832 11.843648
49.741139 12.021968
51.248447 12.179905
52.755754 12.337815
54.263061 12.495725
55.770368 12.653635
57.277676 12.811545
58.784983 12.969455
60.292290 13.126178
61.799597 13.270019
63.306905 13.384751
64.814212 13.499383
66.321519 13.614015
67.828827 13.728647
69.336134 13.843280
70.843441 13.957912
72.350748 14.072544
73.858056 14.184670
75.365363 14.276739
76.872670 14.351589
78.379977 14.426435
79.887285 14.501281
81.394592 14.576127
82.901899 14.650973
84.409206 14.725819
85.916514 14.800665
87.423821 14.874514
88.931128 14.938312
90.438435 14.979676
91.945743 15.020969
93.453050 15.062261
94.960357 15.103553
96.467664 15.144845
97.974972 15.186137
99.482279 15.227429
100.989586 15.268721
102.496893 15.308131
104.004201 15.333214
105.511508 15.345937
107.018815 15.358656
108.526122 15.371375
110.033430 15.384094
111.540737 15.396812
113.048044 15.409531
114.555351 15.422250
116.062659 15.434969
117.569966 15.446300
119.077273 15.446577
120.584580 15.434913
122.091888 15.423237
123.599195 15.411561
125.106502 15.399885
126.613810 15.388209
128.121117 15.376533
129.628424 15.364857
131.135731 15.353181
132.643039 15.341129
134.150346 15.324257
135.657653 15.291924
137.164960 15.259537
138.672268 15.227151
140.179575 15.194764
141.686882 15.162378
143.194189 15.129992
144.701497 15.097605
146.208804 15.065219
147.716111 15.032832
149.223418 14.998900
150.730726 14.953196
152.238033 14.903265
153.745340 14.853335
155.252647 14.803404
156.759955 14.753473
158.267262 14.703542
159.774569 14.653611
161.281876 14.603680
162.789184 14.553750
164.296491 14.503298
165.803798 14.447662
167.311105 14.383092
168.818413 14.318508
170.325720 14.253923
171.833027 14.189339
173.340334 14.124755
174.847642 14.060171
176.354949 13.995587
177.862256 13.931003
179.369563 13.866408
180.876871 13.800329
182.384178 13.722354
183.891485 13.644339
185.398792 13.566325
186.906100 13.488310
188.413407 13.410296
189.920714 13.332282
191.428022 13.254267
192.935329 13.176253
194.442636 13.098238
195.949943 13.019262
197.457251 12.931088
198.964558 12.842189
200.471865 12.753290
201.979172 12.664391
203.486480 12.575492
204.993787 12.486594
206.501094 12.397695
208.008401 12.308796
209.515709 12.219733
211.023016 12.128188
212.530323 12.028795
214.037630 11.929391
215.544938 11.829988
217.052245 11.730585
218.559552 11.631181
220.066859 11.531778
221.574167 11.432375
223.081474 11.332971
224.588781 11.232990
226.096088 11.125683
227.603396 11.017408
229.110703 10.909134
230.618010 10.800859
232.125317 10.692584
233.632625 10.584309
235.139932 10.476035
236.647239 10.367686
238.154546 10.257752
239.661854 10.140371
241.169161 10.022982
242.676468 9.905593
244.183775 9.788205
245.691083 9.670816
247.198390 9.553428
248.705697 9.436033
250.213005 9.318153
251.720312 9.193302
253.227619 9.068440
254.734926 8.943578
256.242234 8.818715
257.749541 8.693853
259.256848 8.568991
260.764155 8.443922
262.271463 8.313991
263.778770 8.181254
265.286077 8.048517
266.793384 7.915780
268.300692 7.783043
269.807999 7.650293
271.315306 7.516968
272.822613 7.377524
274.329921 7.238078
275.837228 7.098631
277.344535 6.959184
278.851842 6.819687
280.359150 6.678020
281.866457 6.532765
283.373764 6.387510
284.881071 6.242254
286.388379 6.096950
287.895686 5.948418
289.402993 5.797991
290.910300 5.647564
292.417608 5.497104
293.924915 5.342949
295.432222 5.188302
296.939529 5.033081
