x_mm y_mm
0.000000 0.000000
1.506602 -4.510228
3.013204 -6.327286
4.519806 -7.570706
6.026408 -8.686918
7.533010 -9.543327
9.039613 -10.338931
10.546215 -11.140537
12.052817 -11.832707
13.559419 -12.405620
15.066021 -12.948687
16.572623 -13.493962
18.079225 -14.040088
19.585827 -14.502011
21.092429 -14.879185
22.599031 -15.234723
24.105634 -15.590958
25.612236 -15.947372
27.118838 -16.303787
28.625440 -16.601765
30.132042 -16.829732
31.638644 -17.036384
33.145246 -17.243197
34.651848 -17.450010
36.158450 -17.656824
37.665052 -17.863637
39.171655 -18.026609
40.678257 -18.135215
42.184859 -18.227317
43.691461 -18.319418
45.198063 -18.411520
46.704665 -18.503621
48.211267 -18.595723
49.717869 -18.687965
51.224471 -18.739386
52.731073 -18.755282
54.237675 -18.769640
55.744278 -18.783997
57.250880 -18.798354
58.757482 -18.812712
60.264084 -18.827069
61.770686 -18.841682
63.277288 -18.838935
64.783890 -18.814230
66.290492 -18.783646
67.797094 -18.753062
69.303696 -18.722478
70.810299 -18.691894
72.316901 -18.661310
73.823503 -18.630726
75.330105 -18.600643
76.836707 -18.551959
78.343309 -18.486314
79.849911 -18.420457
81.356513 -18.354601
82.863115 -18.288744
84.369717 -18.222888
85.876320 -18.157031
87.382922 -18.091174
88.889524 -18.025511
90.396126 -17.948785
91.902728 -17.857309
93.409330 -17.761505
94.915932 -17.665701
96.422534 -17.569897
97.929136 -17.474093
99.435738 -17.378289
100.942340 -17.282485
102.448943 -17.186681
103.955545 -17.091244
105.462147 -16.982002
106.968749 -16.860707
108.475351 -16.739200
109.981953 -16.617694
111.488555 -16.496187
112.995157 -16.374681
114.501759 -16.253174
116.008361 -16.131668
117.514964 -16.010161
119.021566 -15.888935
120.528168 -15.756460
122.034770 -15.614064
123.541372 -15.470961
125.047974 -15.327857
126.554576 -15.184753
128.061178 -15.041650
129.567780 -14.898546
131.074382 -14.755443
132.580985 -14.612339
134.087587 -14.469316
135.594189 -14.319371
137.100791 -14.160379
138.607393 -13.998521
140.113995 -13.836663
141.620597 -13.674805
143.127199 -13.512947
144.633801 -13.351090
146.140403 -13.189232
147.647005 -13.027374
149.153608 -12.865516
150.660210 -12.701408
152.166812 -12.528648
153.673414 -12.351234
155.180016 -12.173821
156.686618 -11.996407
158.193220 -11.818993
159.699822 -11.641580
161.206424 -11.464166
162.713026 -11.286752
164.219629 -11.109339
165.726231 -10.932061
167.232833 -10.747163
168.739435 -10.556730
170.246037 -10.365672
171.752639 -10.174614
173.259241 -9.983556
174.765843 -9.792499
176.272445 -9.601441
177.779047 -9.410383
179.285650 -9.219325
180.792252 -9.028271
182.298854 -8.832563
183.805456 -8.631241
185.312058 -8.428296
186.818660 -8.225351
188.325262 -8.022405
189.831864 -7.819460
191.338466 -7.616514
192.845068 -7.413569
194.351670 -7.210623
195.858273 -7.007678
197.364875 -6.800764
198.871477 -6.588891
200.378079 -6.375637
201.884681 -6.162383
203.391283 -5.949129
204.897885 -5.735875
206.404487 -5.522621
207.911089 -5.309367
209.417691 -5.096113
210.924294 -4.882926
212.430896 -4.664127
213.937498 -4.442356
215.444100 -4.220255
216.950702 -3.998155
218.457304 -3.776054
219.963906 -3.553954
221.470508 -3.331853
222.977110 -3.109752
224.483712 -2.887652
225.990315 -2.661569
227.496917 -2.431527
229.003519 -2.200669
230.510121 -1.969810
232.016723 -1.738952
233.523325 -1.508093
235.029927 -1.277235
236.536529 -1.046376
238.043131 -0.815562
239.549733 -0.579262
241.056335 -0.340898
242.562938 -0.102365
244.069540 0.136168
245.576142 0.374701
247.082744 0.613234
248.589346 0.851767
250.095948 1.090295
251.602550 1.333747
253.109152 1.579337
254.615754 1.825150
256.122356 2.070963
257.628959 2.316777
259.135561 2.562590
260.642163 2.808403
262.148765 3.056897
263.655367 3.308922
265.161969 3.561415
266.668571 3.813908
268.175173 4.066402
269.681775 4.318895
271.188377 4.571372
272.694979 4.829276
274.201582 5.088209
275.708184 5.347186
277.214786 5.606163
278.721388 5.865140
280.227990 6.125423
281.734592 6.389285
283.241194 6.653438
284.747796 6.917590
286.254398 7.181742
287.761000 7.448504
289.267603 7.717472
290.774205 7.986557
292.280807 8.255641
293.787409 8.527688
295.294011 8.800417
296.800613 9.073551
298.307215 9.348830
299.813817 9.623737
