x_mm y_mm
0.000000 0.000000
1.507039 2.604096
3.014078 3.730192
4.521117 4.733978
6.028156 5.357758
7.535196 5.930053
9.042235 6.484879
10.549274 6.873849
12.056313 7.252126
13.563352 7.624361
15.070391 7.973070
16.577430 8.264960
18.084469 8.556222
19.591509 8.842719
21.098548 9.123707
22.605587 9.382153
24.112626 9.630825
25.619665 9.879497
27.126704 10.127619
28.633743 10.371408
30.140782 10.607551
31.647822 10.835988
33.154861 11.064426
34.661900 11.292863
36.168939 11.521301
37.675978 11.748684
39.183017 11.968536
40.690056 12.177386
42.197095 12.386236
43.704134 12.595086
45.211174 12.803936
46.718213 13.012785
48.225252 13.220594
49.732291 13.418973
51.239330 13.596345
52.746369 13.773609
54.253408 13.950873
55.760447 14.128138
57.267487 14.305402
58.774526 14.482666
60.281565 14.657805
61.788604 14.817418
63.295643 14.949082
64.802682 15.080352
66.309721 15.211621
67.816760 15.342890
69.323800 15.474160
70.830839 15.605429
72.337878 15.736698
73.844917 15.863498
75.351956 15.969436
76.858995 16.058643
78.366034 16.147836
79.873073 16.237030
81.380112 16.326223
82.887152 16.415416
84.394191 16.504610
85.901230 16.593803
87.408269 16.681223
88.915308 16.756390
90.422347 16.810395
91.929386 16.864116
93.436425 16.917838
94.943465 16.971560
96.450504 17.025282
97.957543 17.079003
99.464582 17.132725
100.971621 17.186447
102.478660 17.236826
103.985699 17.272298
105.492738 17.295835
106.999778 17.319359
108.506817 17.342882
110.013856 17.366406
111.520895 17.389929
113.027934 17.413453
114.534973 17.436976
116.042012 17.460499
117.549051 17.481560
119.056090 17.490818
120.563130 17.488628
122.070169 17.486389
123.577208 17.484151
125.084247 17.481912
126.591286 17.479673
128.098325 17.477435
129.605364 17.475196
131.112403 17.472957
132.619443 17.470054
134.126482 17.460724
135.633521 17.436818
137.140560 17.412703
138.647599 17.388588
140.154638 17.364474
141.661677 17.340359
143.168716 17.316244
144.675756 17.292129
146.182795 17.268015
147.689834 17.243900
149.196873 17.217024
150.703912 17.178590
152.210951 17.135958
153.717990 17.093327
155.225029 17.050695
156.732068 17.008063
158.239108 16.965432
159.746147 16.922800
161.253186 16.880169
162.760225 16.837537
164.267264 16.793984
165.774303 16.744571
167.281342 16.686512
168.788381 16.628400
170.295421 16.570287
171.802460 16.512174
173.309499 16.454062
174.816538 16.395949
176.323577 16.337836
177.830616 16.279724
179.337655 16.221593
180.844694 16.160872
182.351734 16.088747
183.858773 16.016466
185.365812 15.944186
186.872851 15.871906
188.379890 15.799625
189.886929 15.727345
191.393968 15.655065
192.901007 15.582784
194.408046 15.510504
195.915086 15.436496
197.422125 15.353520
198.929164 15.269740
200.436203 15.185959
201.943242 15.102179
203.450281 15.018399
204.957320 14.934618
206.464359 14.850838
207.971399 14.767058
209.478438 14.682987
210.985477 14.595920
212.492516 14.501117
213.999555 14.406273
215.506594 14.311428
217.013633 14.216584
218.520672 14.121739
220.027712 14.026895
221.534751 13.932050
223.041790 13.837206
224.548829 13.741321
226.055868 13.638127
227.562907 13.533902
229.069946 13.429677
230.576985 13.325452
232.084025 13.221226
233.591064 13.117001
235.098103 13.012776
236.605142 12.908420
238.112181 12.802103
239.619220 12.688311
241.126259 12.574489
242.633298 12.460667
244.140337 12.346845
245.647377 12.233023
247.154416 12.119201
248.661455 12.005369
250.168494 11.890747
251.675533 11.769076
253.182572 11.647356
254.689611 11.525636
256.196650 11.403916
257.703690 11.282196
259.210729 11.160476
260.717768 11.038386
262.224807 10.911270
263.731846 10.781259
265.238885 10.651247
266.745924 10.521236
268.252963 10.391224
269.760003 10.261190
271.267042 10.130421
272.774081 9.993338
274.281120 9.856239
275.788159 9.719140
277.295198 9.582041
278.802237 9.444852
280.309276 9.305367
281.816315 9.162146
