x_mm y_mm
0.000000 0.000000
1.496016 -3.365290
2.992031 -5.434517
4.488047 -6.517277
5.984062 -7.445419
7.480078 -8.245908
8.976093 -8.852742
10.472109 -9.460906
11.968125 -10.068147
13.464140 -10.547448
14.960156 -10.925887
16.456171 -11.305290
17.952187 -11.687997
19.448203 -12.071006
20.944218 -12.358473
22.440234 -12.576208
23.936249 -12.781337
25.432265 -12.987278
26.928280 -13.193403
28.424296 -13.399528
29.920312 -13.550058
31.416327 -13.634808
32.912343 -13.698308
34.408358 -13.762037
35.904374 -13.825766
37.400389 -13.889494
38.896405 -13.953223
40.392421 -13.982489
41.888436 -13.955755
43.384452 -13.908702
44.880467 -13.861649
46.376483 -13.814596
47.872498 -13.767543
49.368514 -13.720490
50.864530 -13.673567
52.360545 -13.599657
53.856561 -13.479092
55.352576 -13.356420
56.848592 -13.233747
58.344608 -13.111075
59.840623 -12.988402
61.336639 -12.865730
62.832654 -12.743273
64.328670 -12.610678
65.824685 -12.452812
67.320701 -12.286569
68.816717 -12.120325
70.312732 -11.954082
71.808748 -11.787838
73.304763 -11.621595
74.800779 -11.455351
76.296794 -11.289512
77.792810 -11.113387
79.288826 -10.913196
80.784841 -10.712699
82.280857 -10.512202
83.776872 -10.311705
85.272888 -10.111208
86.768903 -9.910711
88.264919 -9.710214
89.760935 -9.509877
91.256950 -9.303164
92.752966 -9.079677
94.248981 -8.849987
95.744997 -8.620298
97.241013 -8.390609
98.737028 -8.160919
100.233044 -7.931230
101.729059 -7.701541
103.225075 -7.471851
104.721090 -7.242491
106.217106 -7.004421
107.713122 -6.749889
109.209137 -6.495063
110.705153 -6.240236
112.201168 -5.985410
113.697184 -5.730584
115.193199 -5.475758
116.689215 -5.220932
118.185231 -4.966105
119.681246 -4.711561
121.177262 -4.448940
122.673277 -4.173871
124.169293 -3.897873
125.665308 -3.621876
127.161324 -3.345878
128.657340 -3.069881
130.153355 -2.793883
131.649371 -2.517885
133.145386 -2.241888
134.641402 -1.965982
136.137418 -1.684402
137.633433 -1.393411
139.129449 -1.098979
140.625464 -0.804547
142.121480 -0.510115
143.617495 -0.215683
145.113511 0.078749
146.609527 0.373181
148.105542 0.667613
149.601558 0.962044
151.097573 1.258511
152.593589 1.563387
154.089604 1.873133
155.585620 2.182878
157.081636 2.492624
158.577651 2.802370
160.073667 3.112116
161.569682 3.421862
163.065698 3.731608
164.561714 4.041354
166.057729 4.350900
167.553745 4.668611
169.049760 4.991301
170.545776 5.314513
172.041791 5.637726
173.537807 5.960938
175.033823 6.284150
176.529838 6.607363
178.025854 6.930575
179.521869 7.253788
181.017885 7.576995
182.513900 7.905633
184.009916 8.239639
185.505932 8.574590
187.001947 8.909542
188.497963 9.244493
189.993978 9.579444
191.489994 9.914395
192.986009 10.249346
194.482025 10.584297
195.978041 10.919248
197.474056 11.259288
198.970072 11.604109
200.466087 11.949265
201.962103 12.294422
203.458119 12.639578
204.954134 12.984734
206.450150 13.329890
207.946165 13.675046
209.442181 14.020199
210.938196 14.365555
212.434212 14.718265
213.930228 15.072169
215.426243 15.426072
216.922259 15.779976
218.418274 16.133880
219.914290 16.487783
221.410305 16.841687
222.906321 17.195590
224.402337 17.550330
225.898352 17.909979
227.394368 18.272577
228.890383 18.635175
230.386399 18.997774
231.882414 19.360372
233.378430 19.722970
234.874446 20.085568
236.370461 20.448145
237.866477 20.812640
239.362492 21.182224
240.858508 21.552426
242.354524 21.922627
243.850539 22.292828
245.346555 22.663029
246.842570 23.033230
248.338586 23.403428
249.834601 23.776006
251.330617 24.152635
252.826633 24.530075
254.322648 24.907515
255.818664 25.284954
257.314679 25.662394
258.810695 26.039834
260.306710 26.418846
261.802726 26.801237
263.298742 27.185307
264.794757 27.569376
266.290773 27.953446
267.786788 28.337515
269.282804 28.721569
270.778819 29.109388
272.274835 29.499754
273.770851 29.890279
275.266866 30.280804
276.762882 30.671329
278.258897 31.062847
279.754913 31.457486
281.250929 31.853159
282.746944 32.248833
284.242960 32.644506
285.738975 33.042359
287.234991 33.442532
288.731006 33.843122
290.227022 34.243711
291.723038 34.646934
293.219053 35.051099
294.715069 35.455687
296.211084 35.862301
297.707100 36.268706
